,Material type,Elements,Ionic radius,Core size (nm),Hydro size (nm),Surface charge (mV),Surface area (m2/g),Cell type,Exposure dose (ug/mL),Topological polar surface area (Å²),a (Å),b (Å),c (Å),α (°),β (°),γ (°),Density (g/cm3),Viability (%),cell_line,cell_species,cell_origin,time,toxicity,average electronegativity,Molecular weight (g/mol),Number of atoms
693,La2O3,La,103.2,24.6,162.6,54.3,30.0,1,100.0,43.4,3.945,3.945,6.151,90,90.0,120,6.52,85.0,,,,,,2.504,325.80914,5.0
694,La2O3,La,103.2,24.6,162.6,54.3,30.0,1,3.2,43.4,3.945,3.945,6.151,90,90.0,120,6.52,85.0,,,,,,2.504,325.80914,5.0
695,NiO,Ni,69.0,13.1,202.8,27.6,68.7,0,1.6,17.1,4.171,4.171,4.171,90,90.0,90,6.62,85.0,,,,,,2.675,74.69279999999999,2.0
696,NiO,Ni,69.0,13.1,202.8,27.6,68.7,0,25.0,17.1,4.171,4.171,4.171,90,90.0,90,6.62,85.0,,,,,,2.675,74.69279999999999,2.0
697,NiO,Ni,69.0,13.1,189.5,27.6,68.7,1,25.0,17.1,4.171,4.171,4.171,90,90.0,90,6.62,85.0,,,,,,2.675,74.69279999999999,2.0
698,Sb2O3,Sb,76.0,11.8,195.5,-35.3,93.6,1,6.3,43.4,4.92,12.46,5.42,90,90.0,90,5.36,85.0,,,,,,2.884,291.5182,5.0
699,CoO,Co,65.0,71.8,208.3,21.6,13.0,0,25.0,17.1,4.24,4.24,4.24,90,90.0,90,6.31,85.7,,,,,,2.66,74.93259499999999,2.0
700,CuO,Cu,73.0,12.8,313.8,7.6,74.2,1,3.2,17.1,2.993,2.993,2.993,60,60,60,6.97,85.9,,,,,,2.67,79.5454,2.0
701,Mn2O3,Mn,58.0,51.5,291.7,-46.1,25.9,1,12.5,43.4,5.752,5.752,9.426,90,90.0,90,4.59,85.9,,,,,,2.684,157.87429,5.0
702,Al2O3,Al,53.5,14.7,260.4,0.0,101.4,0,50.0,43.4,5.178,5.178,5.178,55,55,55,3.87,86.0,,,,,,2.708,101.9612772,5.0
703,Al2O3,Al,53.5,14.7,260.4,0.0,101.4,0,3.2,43.4,5.178,5.178,5.178,55,55,55,3.87,86.0,,,,,,2.708,101.9612772,5.0
704,Al2O3,Al,53.5,14.7,260.4,0.0,101.4,0,12.5,43.4,5.178,5.178,5.178,55,55,55,3.87,86.0,,,,,,2.708,101.9612772,5.0
705,Al2O3,Al,53.5,14.7,230.5,0.0,101.4,1,100.0,43.4,5.178,5.178,5.178,55,55,55,3.87,86.0,,,,,,2.708,101.9612772,5.0
706,CeO2,Ce,87.0,18.3,261.6,21.4,44.0,0,50.0,34.1,5.41,5.41,5.41,90,90.0,90,6.99,86.0,,,,,,2.6666666666666665,172.1148,3.0
707,CeO2,Ce,87.0,18.3,261.6,21.4,44.0,0,200.0,34.1,5.41,5.41,5.41,90,90.0,90,6.99,86.0,,,,,,2.6666666666666665,172.1148,3.0
708,CeO2,Ce,87.0,18.3,261.6,21.4,44.0,0,12.5,34.1,5.41,5.41,5.41,90,90.0,90,6.99,86.0,,,,,,2.6666666666666665,172.1148,3.0
709,CeO2,Ce,87.0,18.3,248.4,21.4,44.0,1,100.0,34.1,5.41,5.41,5.41,90,90.0,90,6.99,86.0,,,,,,2.6666666666666665,172.1148,3.0
710,Gd2O3,Gd,93.5,43.8,227.4,6.5,40.0,0,25.0,43.4,10.796,10.796,10.796,90,90.0,90,7.51,86.0,,,,,,2.544,362.4982,5.0
711,Gd2O3,Gd,93.5,43.8,227.4,6.5,40.0,0,100.0,43.4,10.796,10.796,10.796,90,90.0,90,7.51,86.0,,,,,,2.544,362.4982,5.0
712,Gd2O3,Gd,93.5,43.8,222.0,6.5,40.0,1,0.4,43.4,10.796,10.796,10.796,90,90.0,90,7.51,86.0,,,,,,2.544,362.4982,5.0
713,HfO2,Hf,71.0,28.4,307.7,33.5,21.8,0,200.0,34.1,5.12,5.18,5.25,90,90.0,90,9.97,86.0,,,,,,2.7266666666666666,210.4888,3.0
714,HfO2,Hf,71.0,28.4,280.6,33.5,21.8,1,6.3,34.1,5.12,5.18,5.25,90,90.0,90,9.97,86.0,,,,,,2.7266666666666666,210.4888,3.0
715,In2O3,In,80.0,59.6,244.5,61.9,14.0,1,0.8,43.4,10.118,10.118,10.118,90,90.0,90,6.75,86.0,,,,,,2.7760000000000002,277.63419999999996,5.0
716,La2O3,La,103.2,24.6,162.6,54.3,30.0,1,3.2,43.4,3.945,3.945,6.151,90,90.0,120,6.52,86.0,,,,,,2.504,325.80914,5.0
717,La2O3,La,103.2,24.6,162.6,54.3,30.0,1,25.0,43.4,3.945,3.945,6.151,90,90.0,120,6.52,86.0,,,,,,2.504,325.80914,5.0
718,La2O3,La,103.2,24.6,162.6,54.3,30.0,1,6.3,43.4,3.945,3.945,6.151,90,90.0,120,6.52,86.0,,,,,,2.504,325.80914,5.0
719,NiO,Ni,69.0,13.1,189.5,27.6,68.7,1,3.2,17.1,4.171,4.171,4.171,90,90.0,90,6.62,86.0,,,,,,2.675,74.69279999999999,2.0
720,NiO,Ni,69.0,13.1,189.5,27.6,68.7,1,0.8,17.1,4.171,4.171,4.171,90,90.0,90,6.62,86.0,,,,,,2.675,74.69279999999999,2.0
721,Sb2O3,Sb,76.0,11.8,274.9,-35.3,93.6,0,6.3,43.4,4.92,12.46,5.42,90,90.0,90,5.36,86.0,,,,,,2.884,291.5182,5.0
722,Sb2O3,Sb,76.0,11.8,274.9,-35.3,93.6,0,1.6,43.4,4.92,12.46,5.42,90,90.0,90,5.36,86.0,,,,,,2.884,291.5182,5.0
723,Sb2O3,Sb,76.0,11.8,274.9,-35.3,93.6,0,50.0,43.4,4.92,12.46,5.42,90,90.0,90,5.36,86.0,,,,,,2.884,291.5182,5.0
724,Sb2O3,Sb,76.0,11.8,195.5,-35.3,93.6,1,1.6,43.4,4.92,12.46,5.42,90,90.0,90,5.36,86.0,,,,,,2.884,291.5182,5.0
725,SiO2,Si,40.0,13.5,181.9,-31.8,640.0,0,200.0,34.1,5.028,5.028,5.519,90,90,120,2.48,86.0,,,,,,2.9266666666666663,60.0843,3.0
726,SiO2,Si,40.0,13.5,46.4,-31.8,640.0,1,12.5,34.1,5.028,5.028,5.519,90,90,120,2.48,86.0,,,,,,2.9266666666666663,60.0843,3.0
727,CeO2,Ce,87.0,18.3,261.6,21.4,44.0,0,100.0,34.1,5.41,5.41,5.41,90,90.0,90,6.99,87.0,,,,,,2.6666666666666665,172.1148,3.0
728,CeO2,Ce,87.0,18.3,248.4,21.4,44.0,1,1.6,34.1,5.41,5.41,5.41,90,90.0,90,6.99,87.0,,,,,,2.6666666666666665,172.1148,3.0
729,Fe2O3,Fe,55.0,12.3,196.6,-2.1,93.1,1,200.0,43.4,8.276,8.276,8.276,109,109,109,4.86,87.0,,,,,,2.7960000000000003,159.6882,5.0
730,Fe2O3,Fe,55.0,12.3,196.6,-2.1,93.1,1,12.5,43.4,8.276,8.276,8.276,109,109,109,4.86,87.0,,,,,,2.7960000000000003,159.6882,5.0
731,Fe2O3,Fe,55.0,12.3,196.6,-2.1,93.1,1,100.0,43.4,8.276,8.276,8.276,109,109,109,4.86,87.0,,,,,,2.7960000000000003,159.6882,5.0
732,Gd2O3,Gd,93.5,43.8,227.4,6.5,40.0,0,100.0,43.4,10.796,10.796,10.796,90,90.0,90,7.51,87.0,,,,,,2.544,362.4982,5.0
733,Gd2O3,Gd,93.5,43.8,227.4,6.5,40.0,0,6.3,43.4,10.796,10.796,10.796,90,90.0,90,7.51,87.0,,,,,,2.544,362.4982,5.0
734,HfO2,Hf,71.0,28.4,307.7,33.5,21.8,0,3.2,34.1,5.12,5.18,5.25,90,90.0,90,9.97,87.0,,,,,,2.7266666666666666,210.4888,3.0
735,HfO2,Hf,71.0,28.4,307.7,33.5,21.8,0,12.5,34.1,5.12,5.18,5.25,90,90.0,90,9.97,87.0,,,,,,2.7266666666666666,210.4888,3.0
736,HfO2,Hf,71.0,28.4,307.7,33.5,21.8,0,25.0,34.1,5.12,5.18,5.25,90,90.0,90,9.97,87.0,,,,,,2.7266666666666666,210.4888,3.0
737,In2O3,In,80.0,59.6,244.5,61.9,14.0,1,12.5,43.4,10.118,10.118,10.118,90,90.0,90,6.75,87.0,,,,,,2.7760000000000002,277.63419999999996,5.0
738,NiO,Ni,69.0,13.1,202.8,27.6,68.7,0,3.2,17.1,4.171,4.171,4.171,90,90.0,90,6.62,87.0,,,,,,2.675,74.69279999999999,2.0
739,NiO,Ni,69.0,13.1,189.5,27.6,68.7,1,3.2,17.1,4.171,4.171,4.171,90,90.0,90,6.62,87.0,,,,,,2.675,74.69279999999999,2.0
740,NiO,Ni,69.0,13.1,189.5,27.6,68.7,1,50.0,17.1,4.171,4.171,4.171,90,90.0,90,6.62,87.0,,,,,,2.675,74.69279999999999,2.0
741,Sb2O3,Sb,76.0,11.8,274.9,-35.3,93.6,0,100.0,43.4,4.92,12.46,5.42,90,90.0,90,5.36,87.0,,,,,,2.884,291.5182,5.0
742,Sb2O3,Sb,76.0,11.8,195.5,-35.3,93.6,1,0.8,43.4,4.92,12.46,5.42,90,90.0,90,5.36,87.0,,,,,,2.884,291.5182,5.0
743,Sb2O3,Sb,76.0,11.8,195.5,-35.3,93.6,1,100.0,43.4,4.92,12.46,5.42,90,90.0,90,5.36,87.0,,,,,,2.884,291.5182,5.0
744,SiO2,Si,40.0,13.5,181.9,-31.8,640.0,0,0.4,34.1,5.028,5.028,5.519,90,90,120,2.48,87.0,,,,,,2.9266666666666663,60.0843,3.0
745,CoO,Co,65.0,71.8,191.6,21.6,13.0,1,12.5,17.1,4.24,4.24,4.24,90,90.0,90,6.31,87.3,,,,,,2.66,74.93259499999999,2.0
746,CuO,Cu,73.0,12.8,305.3,7.6,74.2,0,6.3,17.1,2.993,2.993,2.993,60,60,60,6.97,87.6,,,,,,2.67,79.5454,2.0
747,CuO,Cu,73.0,12.8,313.8,7.6,74.2,1,6.3,17.1,2.993,2.993,2.993,60,60,60,6.97,87.9,,,,,,2.67,79.5454,2.0
748,Al2O3,Al,53.5,14.7,260.4,0.0,101.4,0,0.4,43.4,5.178,5.178,5.178,55,55,55,3.87,88.0,,,,,,2.708,101.9612772,5.0
749,CeO2,Ce,87.0,18.3,261.6,21.4,44.0,0,3.2,34.1,5.41,5.41,5.41,90,90.0,90,6.99,88.0,,,,,,2.6666666666666665,172.1148,3.0
750,CeO2,Ce,87.0,18.3,248.4,21.4,44.0,1,100.0,34.1,5.41,5.41,5.41,90,90.0,90,6.99,88.0,,,,,,2.6666666666666665,172.1148,3.0
751,Fe2O3,Fe,55.0,12.3,196.6,-2.1,93.1,1,3.2,43.4,8.276,8.276,8.276,109,109,109,4.86,88.0,,,,,,2.7960000000000003,159.6882,5.0
752,Fe2O3,Fe,55.0,12.3,196.6,-2.1,93.1,1,6.3,43.4,8.276,8.276,8.276,109,109,109,4.86,88.0,,,,,,2.7960000000000003,159.6882,5.0
753,Gd2O3,Gd,93.5,43.8,227.4,6.5,40.0,0,1.6,43.4,10.796,10.796,10.796,90,90.0,90,7.51,88.0,,,,,,2.544,362.4982,5.0
754,In2O3,In,80.0,59.6,259.8,61.9,14.0,0,0.4,43.4,10.118,10.118,10.118,90,90.0,90,6.75,88.0,,,,,,2.7760000000000002,277.63419999999996,5.0
755,In2O3,In,80.0,59.6,244.5,61.9,14.0,1,50.0,43.4,10.118,10.118,10.118,90,90.0,90,6.75,88.0,,,,,,2.7760000000000002,277.63419999999996,5.0
756,In2O3,In,80.0,59.6,244.5,61.9,14.0,1,0.4,43.4,10.118,10.118,10.118,90,90.0,90,6.75,88.0,,,,,,2.7760000000000002,277.63419999999996,5.0
757,In2O3,In,80.0,59.6,244.5,61.9,14.0,1,25.0,43.4,10.118,10.118,10.118,90,90.0,90,6.75,88.0,,,,,,2.7760000000000002,277.63419999999996,5.0
758,La2O3,La,103.2,24.6,155.1,54.3,30.0,0,12.5,43.4,3.945,3.945,6.151,90,90.0,120,6.52,88.0,,,,,,2.504,325.80914,5.0
759,La2O3,La,103.2,24.6,155.1,54.3,30.0,0,25.0,43.4,3.945,3.945,6.151,90,90.0,120,6.52,88.0,,,,,,2.504,325.80914,5.0
760,La2O3,La,103.2,24.6,155.1,54.3,30.0,0,200.0,43.4,3.945,3.945,6.151,90,90.0,120,6.52,88.0,,,,,,2.504,325.80914,5.0
761,La2O3,La,103.2,24.6,162.6,54.3,30.0,1,0.8,43.4,3.945,3.945,6.151,90,90.0,120,6.52,88.0,,,,,,2.504,325.80914,5.0
762,NiO,Ni,69.0,13.1,202.8,27.6,68.7,0,50.0,17.1,4.171,4.171,4.171,90,90.0,90,6.62,88.0,,,,,,2.675,74.69279999999999,2.0
763,NiO,Ni,69.0,13.1,202.8,27.6,68.7,0,0.4,17.1,4.171,4.171,4.171,90,90.0,90,6.62,88.0,,,,,,2.675,74.69279999999999,2.0
764,Sb2O3,Sb,76.0,11.8,195.5,-35.3,93.6,1,50.0,43.4,4.92,12.46,5.42,90,90.0,90,5.36,88.0,,,,,,2.884,291.5182,5.0
765,SiO2,Si,40.0,13.5,181.9,-31.8,640.0,0,12.5,34.1,5.028,5.028,5.519,90,90,120,2.48,88.0,,,,,,2.9266666666666663,60.0843,3.0
766,SiO2,Si,40.0,13.5,181.9,-31.8,640.0,0,200.0,34.1,5.028,5.028,5.519,90,90,120,2.48,88.0,,,,,,2.9266666666666663,60.0843,3.0
767,ZnO,Zn,74.0,22.6,69.4,28.8,47.4,1,6.3,17.1,3.289,3.289,5.307,90,90,120,5.44,88.3,,,,,,2.545,81.4084,2.0
768,CoO,Co,65.0,71.8,191.6,21.6,13.0,1,12.5,17.1,4.24,4.24,4.24,90,90.0,90,6.31,88.6,,,,,,2.66,74.93259499999999,2.0
769,ZnO,Zn,74.0,22.6,114.7,28.8,47.4,0,6.3,17.1,3.289,3.289,5.307,90,90,120,5.44,88.7,,,,,,2.545,81.4084,2.0
770,Al2O3,Al,53.5,14.7,260.4,0.0,101.4,0,0.8,43.4,5.178,5.178,5.178,55,55,55,3.87,89.0,,,,,,2.708,101.9612772,5.0
771,Al2O3,Al,53.5,14.7,230.5,0.0,101.4,1,12.5,43.4,5.178,5.178,5.178,55,55,55,3.87,89.0,,,,,,2.708,101.9612772,5.0
772,Al2O3,Al,53.5,14.7,230.5,0.0,101.4,1,25.0,43.4,5.178,5.178,5.178,55,55,55,3.87,89.0,,,,,,2.708,101.9612772,5.0
773,Al2O3,Al,53.5,14.7,230.5,0.0,101.4,1,50.0,43.4,5.178,5.178,5.178,55,55,55,3.87,89.0,,,,,,2.708,101.9612772,5.0
774,CeO2,Ce,87.0,18.3,261.6,21.4,44.0,0,0.8,34.1,5.41,5.41,5.41,90,90.0,90,6.99,89.0,,,,,,2.6666666666666665,172.1148,3.0
775,CeO2,Ce,87.0,18.3,261.6,21.4,44.0,0,0.8,34.1,5.41,5.41,5.41,90,90.0,90,6.99,89.0,,,,,,2.6666666666666665,172.1148,3.0
776,CeO2,Ce,87.0,18.3,261.6,21.4,44.0,0,25.0,34.1,5.41,5.41,5.41,90,90.0,90,6.99,89.0,,,,,,2.6666666666666665,172.1148,3.0
777,Fe2O3,Fe,55.0,12.3,206.3,-2.1,93.1,0,0.8,43.4,8.276,8.276,8.276,109,109,109,4.86,89.0,,,,,,2.7960000000000003,159.6882,5.0
778,Fe2O3,Fe,55.0,12.3,196.6,-2.1,93.1,1,100.0,43.4,8.276,8.276,8.276,109,109,109,4.86,89.0,,,,,,2.7960000000000003,159.6882,5.0
779,Fe2O3,Fe,55.0,12.3,196.6,-2.1,93.1,1,200.0,43.4,8.276,8.276,8.276,109,109,109,4.86,89.0,,,,,,2.7960000000000003,159.6882,5.0
780,Gd2O3,Gd,93.5,43.8,227.4,6.5,40.0,0,0.4,43.4,10.796,10.796,10.796,90,90.0,90,7.51,89.0,,,,,,2.544,362.4982,5.0
781,Gd2O3,Gd,93.5,43.8,227.4,6.5,40.0,0,3.2,43.4,10.796,10.796,10.796,90,90.0,90,7.51,89.0,,,,,,2.544,362.4982,5.0
782,Gd2O3,Gd,93.5,43.8,227.4,6.5,40.0,0,6.3,43.4,10.796,10.796,10.796,90,90.0,90,7.51,89.0,,,,,,2.544,362.4982,5.0
783,In2O3,In,80.0,59.6,244.5,61.9,14.0,1,25.0,43.4,10.118,10.118,10.118,90,90.0,90,6.75,89.0,,,,,,2.7760000000000002,277.63419999999996,5.0
784,La2O3,La,103.2,24.6,155.1,54.3,30.0,0,25.0,43.4,3.945,3.945,6.151,90,90.0,120,6.52,89.0,,,,,,2.504,325.80914,5.0
785,La2O3,La,103.2,24.6,162.6,54.3,30.0,1,200.0,43.4,3.945,3.945,6.151,90,90.0,120,6.52,89.0,,,,,,2.504,325.80914,5.0
786,SiO2,Si,40.0,13.5,46.4,-31.8,640.0,1,0.4,34.1,5.028,5.028,5.519,90,90,120,2.48,89.0,,,,,,2.9266666666666663,60.0843,3.0
787,CoO,Co,65.0,71.8,208.3,21.6,13.0,0,12.5,17.1,4.24,4.24,4.24,90,90.0,90,6.31,89.4,,,,,,2.66,74.93259499999999,2.0
788,Mn2O3,Mn,58.0,51.5,291.7,-46.1,25.9,1,6.3,43.4,5.752,5.752,9.426,90,90.0,90,4.59,89.8,,,,,,2.684,157.87429,5.0
789,CeO2,Ce,87.0,18.3,261.6,21.4,44.0,0,0.4,34.1,5.41,5.41,5.41,90,90.0,90,6.99,90.0,,,,,,2.6666666666666665,172.1148,3.0
790,CeO2,Ce,87.0,18.3,261.6,21.4,44.0,0,200.0,34.1,5.41,5.41,5.41,90,90.0,90,6.99,90.0,,,,,,2.6666666666666665,172.1148,3.0
791,CeO2,Ce,87.0,18.3,248.4,21.4,44.0,1,200.0,34.1,5.41,5.41,5.41,90,90.0,90,6.99,90.0,,,,,,2.6666666666666665,172.1148,3.0
792,Gd2O3,Gd,93.5,43.8,227.4,6.5,40.0,0,12.5,43.4,10.796,10.796,10.796,90,90.0,90,7.51,90.0,,,,,,2.544,362.4982,5.0
793,Gd2O3,Gd,93.5,43.8,222.0,6.5,40.0,1,0.4,43.4,10.796,10.796,10.796,90,90.0,90,7.51,90.0,,,,,,2.544,362.4982,5.0
794,HfO2,Hf,71.0,28.4,307.7,33.5,21.8,0,100.0,34.1,5.12,5.18,5.25,90,90.0,90,9.97,90.0,,,,,,2.7266666666666666,210.4888,3.0
795,HfO2,Hf,71.0,28.4,280.6,33.5,21.8,1,3.2,34.1,5.12,5.18,5.25,90,90.0,90,9.97,90.0,,,,,,2.7266666666666666,210.4888,3.0
796,HfO2,Hf,71.0,28.4,280.6,33.5,21.8,1,1.6,34.1,5.12,5.18,5.25,90,90.0,90,9.97,90.0,,,,,,2.7266666666666666,210.4888,3.0
797,HfO2,Hf,71.0,28.4,280.6,33.5,21.8,1,25.0,34.1,5.12,5.18,5.25,90,90.0,90,9.97,90.0,,,,,,2.7266666666666666,210.4888,3.0
798,In2O3,In,80.0,59.6,259.8,61.9,14.0,0,12.5,43.4,10.118,10.118,10.118,90,90.0,90,6.75,90.0,,,,,,2.7760000000000002,277.63419999999996,5.0
799,La2O3,La,103.2,24.6,155.1,54.3,30.0,0,0.4,43.4,3.945,3.945,6.151,90,90.0,120,6.52,90.0,,,,,,2.504,325.80914,5.0
800,La2O3,La,103.2,24.6,155.1,54.3,30.0,0,50.0,43.4,3.945,3.945,6.151,90,90.0,120,6.52,90.0,,,,,,2.504,325.80914,5.0
801,La2O3,La,103.2,24.6,162.6,54.3,30.0,1,12.5,43.4,3.945,3.945,6.151,90,90.0,120,6.52,90.0,,,,,,2.504,325.80914,5.0
802,La2O3,La,103.2,24.6,162.6,54.3,30.0,1,50.0,43.4,3.945,3.945,6.151,90,90.0,120,6.52,90.0,,,,,,2.504,325.80914,5.0
803,NiO,Ni,69.0,13.1,202.8,27.6,68.7,0,12.5,17.1,4.171,4.171,4.171,90,90.0,90,6.62,90.0,,,,,,2.675,74.69279999999999,2.0
804,Sb2O3,Sb,76.0,11.8,195.5,-35.3,93.6,1,100.0,43.4,4.92,12.46,5.42,90,90.0,90,5.36,90.0,,,,,,2.884,291.5182,5.0
805,SiO2,Si,40.0,13.5,181.9,-31.8,640.0,0,3.2,34.1,5.028,5.028,5.519,90,90,120,2.48,90.0,,,,,,2.9266666666666663,60.0843,3.0
806,SiO2,Si,40.0,13.5,46.4,-31.8,640.0,1,6.3,34.1,5.028,5.028,5.519,90,90,120,2.48,90.0,,,,,,2.9266666666666663,60.0843,3.0
807,SiO2,Si,40.0,13.5,46.4,-31.8,640.0,1,25.0,34.1,5.028,5.028,5.519,90,90,120,2.48,90.0,,,,,,2.9266666666666663,60.0843,3.0
808,SiO2,Si,40.0,13.5,46.4,-31.8,640.0,1,6.3,34.1,5.028,5.028,5.519,90,90,120,2.48,90.0,,,,,,2.9266666666666663,60.0843,3.0
809,SiO2,Si,40.0,13.5,46.4,-31.8,640.0,1,200.0,34.1,5.028,5.028,5.519,90,90,120,2.48,90.0,,,,,,2.9266666666666663,60.0843,3.0
810,Mn2O3,Mn,58.0,51.5,298.4,-46.1,25.9,0,6.3,43.4,5.752,5.752,9.426,90,90.0,90,4.59,90.8,,,,,,2.684,157.87429,5.0
811,Fe2O3,Fe,55.0,12.3,206.3,-2.1,93.1,0,0.4,43.4,8.276,8.276,8.276,109,109,109,4.86,91.0,,,,,,2.7960000000000003,159.6882,5.0
812,Fe2O3,Fe,55.0,12.3,196.6,-2.1,93.1,1,0.8,43.4,8.276,8.276,8.276,109,109,109,4.86,91.0,,,,,,2.7960000000000003,159.6882,5.0
813,Gd2O3,Gd,93.5,43.8,222.0,6.5,40.0,1,12.5,43.4,10.796,10.796,10.796,90,90.0,90,7.51,91.0,,,,,,2.544,362.4982,5.0
814,Gd2O3,Gd,93.5,43.8,222.0,6.5,40.0,1,200.0,43.4,10.796,10.796,10.796,90,90.0,90,7.51,91.0,,,,,,2.544,362.4982,5.0
815,In2O3,In,80.0,59.6,244.5,61.9,14.0,1,6.3,43.4,10.118,10.118,10.118,90,90.0,90,6.75,91.0,,,,,,2.7760000000000002,277.63419999999996,5.0
816,La2O3,La,103.2,24.6,162.6,54.3,30.0,1,1.6,43.4,3.945,3.945,6.151,90,90.0,120,6.52,91.0,,,,,,2.504,325.80914,5.0
817,Sb2O3,Sb,76.0,11.8,274.9,-35.3,93.6,0,200.0,43.4,4.92,12.46,5.42,90,90.0,90,5.36,91.0,,,,,,2.884,291.5182,5.0
818,Sb2O3,Sb,76.0,11.8,195.5,-35.3,93.6,1,3.2,43.4,4.92,12.46,5.42,90,90.0,90,5.36,91.0,,,,,,2.884,291.5182,5.0
819,Sb2O3,Sb,76.0,11.8,195.5,-35.3,93.6,1,50.0,43.4,4.92,12.46,5.42,90,90.0,90,5.36,91.0,,,,,,2.884,291.5182,5.0
820,SiO2,Si,40.0,13.5,181.9,-31.8,640.0,0,0.8,34.1,5.028,5.028,5.519,90,90,120,2.48,91.0,,,,,,2.9266666666666663,60.0843,3.0
821,SiO2,Si,40.0,13.5,181.9,-31.8,640.0,0,3.2,34.1,5.028,5.028,5.519,90,90,120,2.48,91.0,,,,,,2.9266666666666663,60.0843,3.0
822,SiO2,Si,40.0,13.5,181.9,-31.8,640.0,0,50.0,34.1,5.028,5.028,5.519,90,90,120,2.48,91.0,,,,,,2.9266666666666663,60.0843,3.0
823,SiO2,Si,40.0,13.5,181.9,-31.8,640.0,0,100.0,34.1,5.028,5.028,5.519,90,90,120,2.48,91.0,,,,,,2.9266666666666663,60.0843,3.0
824,Mn2O3,Mn,58.0,51.5,291.7,-46.1,25.9,1,3.2,43.4,5.752,5.752,9.426,90,90.0,90,4.59,91.4,,,,,,2.684,157.87429,5.0
825,CoO,Co,65.0,71.8,208.3,21.6,13.0,0,1.6,17.1,4.24,4.24,4.24,90,90.0,90,6.31,91.7,,,,,,2.66,74.93259499999999,2.0
826,ZnO,Zn,74.0,22.6,69.4,28.8,47.4,1,3.2,17.1,3.289,3.289,5.307,90,90,120,5.44,91.8,,,,,,2.545,81.4084,2.0
827,Al2O3,Al,53.5,14.7,260.4,0.0,101.4,0,25.0,43.4,5.178,5.178,5.178,55,55,55,3.87,92.0,,,,,,2.708,101.9612772,5.0
828,Al2O3,Al,53.5,14.7,260.4,0.0,101.4,0,1.6,43.4,5.178,5.178,5.178,55,55,55,3.87,92.0,,,,,,2.708,101.9612772,5.0
829,Al2O3,Al,53.5,14.7,230.5,0.0,101.4,1,0.4,43.4,5.178,5.178,5.178,55,55,55,3.87,92.0,,,,,,2.708,101.9612772,5.0
830,Al2O3,Al,53.5,14.7,230.5,0.0,101.4,1,1.6,43.4,5.178,5.178,5.178,55,55,55,3.87,92.0,,,,,,2.708,101.9612772,5.0
831,Fe2O3,Fe,55.0,12.3,196.6,-2.1,93.1,1,25.0,43.4,8.276,8.276,8.276,109,109,109,4.86,92.0,,,,,,2.7960000000000003,159.6882,5.0
832,Fe2O3,Fe,55.0,12.3,196.6,-2.1,93.1,1,25.0,43.4,8.276,8.276,8.276,109,109,109,4.86,92.0,,,,,,2.7960000000000003,159.6882,5.0
833,Gd2O3,Gd,93.5,43.8,10.0,6.5,40.0,1,200.0,43.4,10.796,10.796,10.796,90,90.0,90,7.51,92.0,,,,,,2.544,362.4982,5.0
834,NiO,Ni,69.0,13.1,202.8,27.6,68.7,0,12.5,17.1,4.171,4.171,4.171,90,90.0,90,6.62,92.0,,,,,,2.675,74.69279999999999,2.0
835,Sb2O3,Sb,76.0,11.8,274.9,-35.3,93.6,0,6.3,43.4,4.92,12.46,5.42,90,90.0,90,5.36,92.0,,,,,,2.884,291.5182,5.0
836,SiO2,Si,40.0,13.5,181.9,-31.8,640.0,0,100.0,34.1,5.028,5.028,5.519,90,90,120,2.48,92.0,,,,,,2.9266666666666663,60.0843,3.0
837,CoO,Co,65.0,71.8,191.6,21.6,13.0,1,6.3,17.1,4.24,4.24,4.24,90,90.0,90,6.31,92.3,,,,,,2.66,74.93259499999999,2.0
838,CoO,Co,65.0,71.8,208.3,21.6,13.0,0,6.3,17.1,4.24,4.24,4.24,90,90.0,90,6.31,92.8,,,,,,2.66,74.93259499999999,2.0
839,CuO,Cu,73.0,12.8,313.8,7.6,74.2,1,3.2,17.1,2.993,2.993,2.993,60,60,60,6.97,92.8,,,,,,2.67,79.5454,2.0
840,ZnO,Zn,74.0,22.6,114.7,28.8,47.4,0,3.2,17.1,3.289,3.289,5.307,90,90,120,5.44,92.8,,,,,,2.545,81.4084,2.0
841,Al2O3,Al,53.5,14.7,260.4,0.0,101.4,0,200.0,43.4,5.178,5.178,5.178,55,55,55,3.87,93.0,,,,,,2.708,101.9612772,5.0
842,CeO2,Ce,87.0,18.3,248.4,21.4,44.0,1,0.4,34.1,5.41,5.41,5.41,90,90.0,90,6.99,93.0,,,,,,2.6666666666666665,172.1148,3.0
843,CeO2,Ce,87.0,18.3,248.4,21.4,44.0,1,6.3,34.1,5.41,5.41,5.41,90,90.0,90,6.99,93.0,,,,,,2.6666666666666665,172.1148,3.0
844,CeO2,Ce,87.0,18.3,248.4,21.4,44.0,1,12.5,34.1,5.41,5.41,5.41,90,90.0,90,6.99,93.0,,,,,,2.6666666666666665,172.1148,3.0
845,CeO2,Ce,87.0,18.3,248.4,21.4,44.0,1,25.0,34.1,5.41,5.41,5.41,90,90.0,90,6.99,93.0,,,,,,2.6666666666666665,172.1148,3.0
846,Fe2O3,Fe,55.0,12.3,206.3,-2.1,93.1,0,6.3,43.4,8.276,8.276,8.276,109,109,109,4.86,93.0,,,,,,2.7960000000000003,159.6882,5.0
